시설명,소재지도로명주소,소재지지번주소,위도,경도,제공서비스,건축물용도,전화번호,관리기관명,관리부서전화번호,데이터기준일자
월롱패밀리 요양원,경기도 파주시 월롱면 다락고개길 81,경기도 파주시 월롱면 위전리 592-16,37.7946018241,126.7901906666,노인요양공동생활가정,노유자시설,031-8071-0468,경기도 파주시청,031-940-4477,2025-12-02
위드유노인주야간보호센터,경기도 파주시 청석로 260,경기도 파주시 동패동 1694-1,37.7251029959,126.7177384489,방문요양+방문목욕+주야간보호,노유자시설,031-945-8578,경기도 파주시청,031-940-4415,2025-12-02
위전1리 경로당,경기도 파주시 월롱면 다락고개길 70-7,경기도 파주시 월롱면 위전리 584-5,37.7941719243,126.7901614546,노인여가활동,경로당,031-945-2128,경기도 파주시청,031-940-4404,2025-12-02
위전2리 경로당,경기도 파주시 월롱면 은행나무길 80,경기도 파주시 월롱면 위전리 626-1,37.7958110186,126.7871860747,노인여가활동,경로당,031-945-0549,경기도 파주시청,031-940-4404,2025-12-02
위전3리 경로당,경기도 파주시 월롱면 누현2길 89,경기도 파주시 월롱면 위전리 513,37.7898341918,126.7951439387,노인여가활동,경로당,031-945-7010,경기도 파주시청,031-940-4404,2025-12-02
위전4리 경로당,경기도 파주시 월롱면 도감로194번길 10,경기도 파주시 월롱면 위전리 204-13,37.7903101609,126.8054513025,노인여가활동,경로당,031-945-8610,경기도 파주시청,031-940-4404,2025-12-02
유사랑요양원,경기도 파주시 금빛로 27,경기도 파주시 금촌동 986-2,37.7522585196,126.7662766404,노인요양시설,노유자시설,031-949-7181,경기도 파주시청,031-940-4477,2025-12-02
유승아파트 경로당,경기도 파주시 평화로348번길 50,경기도 파주시 검산동 310,37.7745965792,126.7444109661,노인여가활동,경로당,031-947-5334,경기도 파주시청,031-940-4404,2025-12-02
유승앙브와즈 1단지 경로당,경기도 파주시 탄현면 하늘소로 16,경기도 파주시 탄현면 법흥리 1789,37.7740591395,126.6992527531,노인여가활동,경로당,031-957-4060,경기도 파주시청,031-940-4404,2025-12-02
유승앙브와즈 2단지 경로당,경기도 파주시 탄현면 사슴벌레로 45,경기도 파주시 탄현면 법흥리 1787,37.7749064305,126.7012824523,노인여가활동,경로당,031-946-7735,경기도 파주시청,031-940-4404,2025-12-02
윤창아파트 경로당,경기도 파주시 조리읍 두루봉로 21,경기도 파주시 조리읍 봉일천리 237-5,37.746533177,126.8104478389,노인여가활동,경로당,031-945-9740,경기도 파주시청,031-940-4404,2025-12-02
율곡(2차)아파트 경로당,경기도 파주시 법원읍 자운서원로 36-29,경기도 파주시 법원읍 가야리 30-2,37.8523389698,126.8712853232,노인여가활동,경로당,031-958-9350,경기도 파주시청,031-940-4404,2025-12-02
율곡1리 경로당,경기도 파주시 파평면 장승배기로366번길 17,경기도 파주시 파평면 율곡리 83-27,37.8968341208,126.8193944874,노인여가활동,경로당,031-953-7087,경기도 파주시청,031-940-4404,2025-12-02
율곡2리 경로당,경기도 파주시 파평면 장승배기로268번길 78,경기도 파주시 파평면 율곡리 57,37.8878812568,126.8195744867,노인여가활동,경로당,031-954-0771,경기도 파주시청,031-940-4404,2025-12-02
율곡3리 경로당,경기도 파주시 파평면 화석정로126번길 59,경기도 파주시 파평면 율곡리 531-7,37.8856830539,126.8046254486,노인여가활동,경로당,031-952-3089,경기도 파주시청,031-940-4404,2025-12-02
율곡4리 경로당,경기도 파주시 파평면 장승배기로 184,경기도 파주시 파평면 율곡리 279-3,37.8812593856,126.8150412302,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
율곡아파트 경로당,경기도 파주시 문산읍 문향로17번길 39,경기도 파주시 문산읍 문산리 33-6,37.8536234751,126.783962394,노인여가활동,경로당,031-952-1567,경기도 파주시청,031-940-4404,2025-12-02
율포리 경로당,경기도 파주시 적성면 율곡로 2536,경기도 파주시 적성면 율포리 156-5,37.978328619,126.9562638952,노인여가활동,경로당,031-958-8025,경기도 파주시청,031-940-4404,2025-12-02
으뜸노인복지센터,경기도 파주시 파주읍 술이홀로 462,경기도 파주시 파주읍 연풍리 294-40,37.8289455569696,126.838077584694,방문요양,근린생활시설,031-952-8892,경기도 파주시청,031-940-4415,2025-12-02
은나무요양원,경기도 파주시 번영로 29,경기도 파주시 금촌동 960-2,37.7575812004,126.769826356,노인요양공동생활가정,노유자시설,,경기도 파주시청,031-940-4477,2025-12-02
은나무주야간보호,경기도 파주시 번영로 29,경기도 파주시 금촌동 960-2,37.7575812004,126.769826356,주야간보호,노유자시설,,경기도 파주시청,031-940-4415,2025-12-02
은빛요양원,경기도 파주시 파주로 266,경기도 파주시 동패동 1695-1,37.7261620858,126.7182662,노인요양시설,노유자시설,031-943-2232,경기도 파주시청,031-940-4477,2025-12-02
은행재,경기도 파주시 성재길 37-21,경기도 파주시 당하동 266-4,37.7365366009,126.7485234434,노인요양공동생활가정,노유자시설,031-948-0115,경기도 파주시청,031-940-4477,2025-12-02
은혜방문요양센터,경기도 파주시 금바위로 45,경기도 파주시 와동동 205,37.7284267536,126.758363975,방문요양,근린생활시설,031-945-8563,경기도 파주시청,031-940-4415,2025-12-02
은혜채 요양원,경기도 파주시 광탄면 내화산길 231,경기도 파주시 광탄면 신산리 524-5,37.7858323555,126.8341185616,노인요양공동생활가정,노유자시설,031-957-4095,경기도 파주시청,031-940-4477,2025-12-02
이레노인재가복지센터,경기도 파주시 가나무로 103,경기도 파주시 금촌동 123-28,37.7543477987,126.7767489555,방문요양+방문목욕,근린생활시설,031-8071-3016,경기도 파주시청,031-940-4415,2025-12-02
이레방문요양복지센터,경기도 파주시 새꽃로 96,경기도 파주시 금촌동 942-1,37.7586079206,126.7688038802,방문요양+방문목욕,근린생활시설,031-943-7710,경기도 파주시청,031-940-4415,2025-12-02
이씨파트너스,경기도 파주시 조리읍 탑삭골길 103,경기도 파주시 조리읍 능안리 74-13,37.7373184878,126.7920959969,복지용구제공사업소,근린생활시설,070-5138-3458,경기도 파주시청,031-940-4415,2025-12-02
이원건강의료기 금촌역점,경기도 파주시 새꽃로 194,경기도 파주시 금촌동 329-19,37.7650892531,126.774228703,복지용구제공사업소,근린생활시설,031-948-3316,경기도 파주시청,031-940-4415,2025-12-02
이천1리 경로당,경기도 파주시 문산읍 사임당로317번길 6,경기도 파주시 문산읍 이천리 441-16,37.8647166111,126.8246249746,노인여가활동,경로당,031-953-0520,경기도 파주시청,031-940-4404,2025-12-02
이천2리 경로당,경기도 파주시 문산읍 지내울길 302-40,경기도 파주시 문산읍 이천리 167-1,37.8755896527,126.8412205672,노인여가활동,경로당,031-952-6021,경기도 파주시청,031-940-4404,2025-12-02
이천3리(할머니) 경로당,경기도 파주시 문산읍 배머리길 67,경기도 파주시 문산읍 이천리 246-1,37.8620772002,126.8373751017,노인여가활동,경로당,031-954-2032,경기도 파주시청,031-940-4404,2025-12-02
이한요양원,경기도 파주시 광탄면 보광로 543,경기도 파주시 광탄면 영장리 81-1,37.7561499476,126.9076658164,노인요양공동생활가정,노유자시설,031-944-5988,경기도 파주시청,031-940-4477,2025-12-02
이화요양원(본관),경기도 파주시 파주읍 바리골길 114,경기도 파주시 파주읍 향양리 188-3,37.8490241151,126.8160542643,노인요양시설,노유자시설,031-953-1970,경기도 파주시청,031-940-4477,2025-12-02
이화재가노인복지센터,경기도 파주시 파주읍 바리골길 114,경기도 파주시 파주읍 향양리 188-3,37.8490241151,126.8160542643,방문요양+방문목욕,근린생활시설,031-952-1119,경기도 파주시청,031-940-4415,2025-12-02
임마누엘 동산,경기도 파주시 적성면 장뜰길 462,경기도 파주시 적성면 장현리 176-5,37.9703800643,126.981572767,노인주거복지시설,노유자시설,031-958-5135,경기도 파주시청,031-940-4403,2025-12-02
임진리 경로당,경기도 파주시 문산읍 임진나루길 93-31,경기도 파주시 문산읍 임진리 8-38,37.8862236427,126.7951508157,노인여가활동,경로당,031-952-9799,경기도 파주시청,031-940-4404,2025-12-02
자연&꿈에그린5단지 경로당,경기도 파주시 문산읍 당동1로 12,경기도 파주시 문산읍 당동리 909,37.8623862168,126.7784430759,노인여가활동,경로당,031-952-2632,경기도 파주시청,031-940-4404,2025-12-02
자연&꿈에그린6단지 경로당,경기도 파주시 문산읍 당동1로 11,경기도 파주시 문산읍 당동리 930,37.8605463546,126.7764705996,노인여가활동,경로당,031-952-5093,경기도 파주시청,031-940-4404,2025-12-02
자유로아이파크아파트 경로당,경기도 파주시 한빛로 11,경기도 파주시 야당동 975,37.7134078394,126.7486202317,노인여가활동,경로당,031-949-9007,경기도 파주시청,031-940-4404,2025-12-02
자유로요양원,경기도 파주시 탄현면 새오리로 215-19,경기도 파주시 탄현면 대동리 107-15,37.8028678214,126.6870019677,노인요양시설,노유자시설,070-8823-5744,경기도 파주시청,031-940-4477,2025-12-02
자장리 경로당,경기도 파주시 적성면 국사로 392-3,경기도 파주시 적성면 자장리 203-37,37.9679307433,126.863462818,노인여가활동,경로당,031-959-3891,경기도 파주시청,031-940-4404,2025-12-02
잘돌봄재가방문요양센터,경기도 파주시 새꽃로 111-2,경기도 파주시 금촌동 287-12,37.76013163,126.7680668,방문요양+방문목욕,근린생활시설,031-947-7325,경기도 파주시청,031-940-4415,2025-12-02
장곡1리 경로당,경기도 파주시 조리읍 기곡길 80,경기도 파주시 조리읍 장곡리 211-3,37.7542018889,126.8387503458,노인여가활동,경로당,031-945-3950,경기도 파주시청,031-940-4404,2025-12-02
장곡2리 경로당,경기도 파주시 조리읍 명봉산로 70,경기도 파주시 조리읍 장곡리 701,37.7343923239,126.8429655999,노인여가활동,경로당,031-941-7842,경기도 파주시청,031-940-4404,2025-12-02
장곡3리 경로당,경기도 파주시 조리읍 명봉산로121번길 31,경기도 파주시 조리읍 장곡리 598-203,37.739357476,126.8448723484,노인여가활동,경로당,031-945-6467,경기도 파주시청,031-940-4404,2025-12-02
장미1차아파트 경로당,경기도 파주시 황골로 26,경기도 파주시 금촌동 230-1,37.7550382446,126.7714560401,노인여가활동,경로당,031-945-7583,경기도 파주시청,031-940-4404,2025-12-02
장미3차 경로당,경기도 파주시 황골로 22,경기도 파주시 금촌동 233-6,37.7544671658,126.7712460514,노인여가활동,경로당,031-941-7680,경기도 파주시청,031-940-4404,2025-12-02
장산1리 경로당,경기도 파주시 문산읍 장산로 200,경기도 파주시 문산읍 장산리 323-13,37.8999896366,126.7766333324,노인여가활동,경로당,031-954-2242,경기도 파주시청,031-940-4404,2025-12-02
장산2리 경로당,경기도 파주시 문산읍 장산로96번길 47,경기도 파주시 문산읍 장산리 414-3,37.895911337,126.7703136725,노인여가활동,경로당,031-953-2897,경기도 파주시청,031-940-4404,2025-12-02
장안8차아파트 경로당,경기도 파주시 문산읍 독산로 11,경기도 파주시 문산읍 문산리 97,37.8583241363,126.7798036239,노인여가활동,경로당,031-954-0770,경기도 파주시청,031-940-4404,2025-12-02
장안미우아파트 경로당,경기도 파주시 마무리길 22,경기도 파주시 아동동 339,37.7610934396,126.778290133,노인여가활동,경로당,031-945-6587,경기도 파주시청,031-940-4404,2025-12-02
장안밀레니엄아파트 경로당,경기도 파주시 문화로 10,경기도 파주시 금촌동 792-1,37.7561861217,126.7793288061,노인여가활동,경로당,031-949-5070,경기도 파주시청,031-940-4404,2025-12-02
장안초원2차아파트 경로당,경기도 파주시 마무리길 40,경기도 파주시 아동동 328-49,37.7619566835,126.7773024888,노인여가활동,경로당,031-944-6793,경기도 파주시청,031-940-4404,2025-12-02
장안하나아파트 경로당,경기도 파주시 금정5길 20,경기도 파주시 금촌동 951-5,37.7567792051,126.7750282277,노인여가활동,경로당,031-944-9497+031-945-2468,경기도 파주시청,031-940-4404,2025-12-02
장파1리 경로당,경기도 파주시 파평면 장마루11길 15,경기도 파주시 파평면 장파리 370-267,37.943984873,126.838631058,노인여가활동,경로당,031-958-3366,경기도 파주시청,031-940-4404,2025-12-02
장파1리 할머니 경로당,경기도 파주시 파평면 장마루11길 16,경기도 파주시 파평면 장파리 370-248,37.9437634442,126.8386467869,노인여가활동,경로당,031-959-2214,경기도 파주시청,031-940-4404,2025-12-02
장파2리 경로당,경기도 파주시 파평면 장마루로 207-2,경기도 파주시 파평면 장파리 370-169,37.9405916523,126.836463248,노인여가활동,경로당,031-958-3432,경기도 파주시청,031-940-4404,2025-12-02
장현1리 경로당,경기도 파주시 적성면 서녘놀길 56-2,경기도 파주시 적성면 장현리 75-24,37.9923773431,126.9849058906,노인여가활동,경로당,031-958-3036,경기도 파주시청,031-940-4404,2025-12-02
장현2리 경로당,경기도 파주시 적성면 장뜰길 106,경기도 파주시 적성면 장현리 404-17,37.9793908144,126.9700585167,노인여가활동,경로당,031-958-5089,경기도 파주시청,031-940-4404,2025-12-02
재)프란치스꼬전교봉사수녀회 우양의집,경기도 파주시 하지석길 267-74,경기도 파주시 하지석동 267,37.7610537296,126.7508783614,노인주거복지시설,노유자시설,031-943-2120,경기도 파주시청,031-940-4402,2025-12-02
적성재가노인복지센터,경기도 파주시 적성면 청송로 1066,경기도 파주시 적성면 구읍리 610-2,37.956028881,126.923355763,방문요양+방문목욕,근린생활시설,031-958-0398,경기도 파주시청,031-940-4415,2025-12-02
적암리 경로당,경기도 파주시 적성면 율곡로3064번길 146,경기도 파주시 적성면 적암리 108-17,37.9819259644,127.0015820564,노인여가활동,경로당,031-958-5084,경기도 파주시청,031-940-4404,2025-12-02
전원요양원,경기도 파주시 월롱면 옥돌내길 91,경기도 파주시 월롱면 덕은리 511-4,37.8130421529,126.7748977014,노인요양공동생활가정,노유자시설,031-945-9991,경기도 파주시청,031-940-4477,2025-12-02
정다운방문요양센터,경기도 파주시 조리읍 베리고개길 64-42,경기도 파주시 조리읍 등원리 432,37.7556707424,126.7977425102,방문요양+방문목욕,노유자시설,031-952-9953,경기도 파주시청,031-940-4415,2025-12-02
정다운요양원,경기도 파주시 조리읍 베리고개길 64-42,경기도 파주시 조리읍 등원리 432,37.7556707424,126.7977425102,노인요양시설,노유자시설,031-948-2021,경기도 파주시청,031-940-4477,2025-12-02
정다운주야간보호센터,경기도 파주시 조리읍 베리고개길 64-42,경기도 파주시 조리읍 등원리 432,37.7556707424,126.7977425102,주야간보호,노유자시설,031-948-2021,경기도 파주시청,031-940-4415,2025-12-02
조은방문요양재가복지센터,경기도 파주시 조리읍 고봉로 1016,경기도 파주시 조리읍 봉일천리 147-1,37.7419929425,126.8079498706,방문요양+방문목욕,공동주택,031-943-7996,경기도 파주시청,031-940-4415,2025-12-02
조은재가방문요양센터,경기도 파주시 해올1길 31,경기도 파주시 다율동 1041-3,37.7320550477,126.7278567778,방문요양+방문목욕,근린생활시설,031-937-8998,경기도 파주시청,031-940-4415,2025-12-02
좋은사람들노인요양센터,경기도 파주시 중앙로 193,경기도 파주시 금릉동 211-11,37.7544929923,126.7819723709,방문요양+방문목욕,노유자시설,031-942-5012,경기도 파주시청,031-940-4415,2025-12-02
좋은사람들요양원,경기도 파주시 중앙로 193,경기도 파주시 금릉동 211-11,37.7544929923,126.7819723709,노인요양시설,노유자시설,031-942-5012,경기도 파주시청,031-940-4477,2025-12-02
주공임대아파트 경로당,경기도 파주시 한마음1길 25,경기도 파주시 금촌동 922,37.7561049868,126.7702509121,노인여가활동,경로당,031-946-5993,경기도 파주시청,031-940-4404,2025-12-02
주월리 경로당,경기도 파주시 적성면 달빛길 345,경기도 파주시 적성면 주월리 251-4,37.9841511249,126.9042371229,노인여가활동,경로당,031-958-7434,경기도 파주시청,031-940-4404,2025-12-02
지성 노인요양센터,경기도 파주시 광탄면 보광로 800,경기도 파주시 광탄면 마장리 11-1,37.7724815926,126.8940934427,노인요양공동생활가정,노유자시설,031-948-0088,경기도 파주시청,031-940-4477,2025-12-02
지성노인요양센터(본관),경기도 파주시 광탄면 보광로 761-36,경기도 파주시 광탄면 마장리 26-11,37.7709163982,126.8960729745,노인요양시설+방문요양+방문목욕,노유자시설+공동주택,031-948-0800,경기도 파주시청,031-940-4477+031-940-4415,2025-12-02
지혜의샘방문요양센터,경기도 파주시 탄현면 참매미길 152,경기도 파주시 탄현면 법흥리 1692-8,37.7773530119,126.7018961205,방문요양,공동주택,031-945-1141,경기도 파주시청,031-940-4415,2025-12-02
직천2리 경로당,경기도 파주시 법원읍 만월로 647,경기도 파주시 법원읍 직천리 707-3,37.9019743991,126.9152630678,노인여가활동,경로당,031-958-8422,경기도 파주시청,031-940-4404,2025-12-02
진사랑요양원,경기도 파주시 문산읍 장산로 65-25,경기도 파주시 문산읍 마정리 201,37.8949502034,126.7647896894,노인요양시설,노유자시설,031-954-2017,경기도 파주시청,031-940-4477,2025-12-02
진인노인요양원,경기도 파주시 파평면 청송로 386-14,경기도 파주시 파평면 늘노리 167-7,37.930694882,126.8556379621,노인요양시설,노유자시설,031-958-3043,경기도 파주시청,031-940-4477,2025-12-02
진흥소슬아파트 경로당,경기도 파주시 문산읍 우계로457번길 29,경기도 파주시 문산읍 선유리 1357,37.8580247512,126.7911280487,노인여가활동,경로당,031-953-0024,경기도 파주시청,031-940-4404,2025-12-02
진흥효자아파트 경로당,경기도 파주시 책향기로 448,경기도 파주시 동패동 1702,37.7241038458,126.7211561175,노인여가활동,경로당,031-957-2987,경기도 파주시청,031-940-4404,2025-12-02
착한요양원,경기도 파주시 문산읍 문산역로 107,경기도 파주시 문산읍 문산리 17-25,37.8557771513,126.7867051775,노인요양시설,노유자시설,031-952-7488,경기도 파주시청,031-940-4477,2025-12-02
참다원요양원,경기도 파주시 적성면 말굽두리길 268,경기도 파주시 적성면 마지리 233-1,37.9541508874,126.9045220806,노인요양시설,노유자시설,031-959-1880,경기도 파주시청,031-940-4477,2025-12-02
참사랑 복지용구,경기도 파주시 한빛로 9,경기도 파주시 야당동 976,37.7111570527,126.7531929069,복지용구제공사업소,근린생활시설,031-945-1197,경기도 파주시청,031-940-4415,2025-12-02
참사랑노인복지센터,경기도 파주시 한빛로 70,경기도 파주시 야당동 991,37.7165892627,126.756958391,방문요양+방문목욕,근린생활시설,070-7527-0436,경기도 파주시청,031-940-4415,2025-12-02
참좋은노인복지센터,경기도 파주시 동산길 35-18,경기도 파주시 금촌동 935-24,37.7599908567,126.7701629733,방문요양+방문목욕,근린생활시설,031-943-9098,경기도 파주시청,031-940-4415,2025-12-02
창만1리 경로당,경기도 파주시 광탄면 혜음로1379번길 23,경기도 파주시 광탄면 창만리 597-4,37.8031664421,126.8481295916,노인여가활동,경로당,031-947-0274,경기도 파주시청,031-940-4404,2025-12-02
창만3리 경로당,경기도 파주시 광탄면 소라울2길 37-12,경기도 파주시 광탄면 창만리 425-4,37.7913090747,126.8608852355,노인여가활동,경로당,031-947-1101,경기도 파주시청,031-940-4404,2025-12-02
창만4리 경로당,경기도 파주시 광탄면 만장산로 356,경기도 파주시 광탄면 창만리 193-4,37.798396105,126.8738374113,노인여가활동,경로당,031-941-0181+031-947-0788,경기도 파주시청,031-940-4404,2025-12-02
창만5리 경로당,경기도 파주시 광탄면 부흥로275번길 10,경기도 파주시 광탄면 창만리 80-26,37.8017241083,126.8783282523,노인여가활동,경로당,031-947-9662,경기도 파주시청,031-940-4404,2025-12-02
책향기마을14단지 우남퍼스트빌 경로당,경기도 파주시 책향기로 209,경기도 파주시 동패동 1711,37.7210621408,126.7184508895,노인여가활동,경로당,031-946-4792+031-941-8025,경기도 파주시청,031-940-4404,2025-12-02
책향기마을15단지 상록데시앙아파트 경로당,경기도 파주시 책향기로 183,경기도 파주시 동패동 1708,37.721651237,126.7209698796,노인여가활동,경로당,031-942-6786,경기도 파주시청,031-940-4404,2025-12-02
천사재가방문요양센터,경기도 파주시 문산읍 문향로49번길 20,경기도 파주시 문산읍 문산리 10-42,37.8565137708,126.7842832642,방문요양+방문목욕,노유자시설,031-953-9110,경기도 파주시청,031-940-4415,2025-12-02
청도아파트 경로당,경기도 파주시 문산읍 문산역로 107,경기도 파주시 문산읍 문산리 17-25,37.8557771513,126.7867051775,노인여가활동,경로당,031-953-5011,경기도 파주시청,031-940-4404,2025-12-02
청옥 방문재가센터,경기도 파주시 파주읍 연풍3길 55-10,경기도 파주시 파주읍 연풍리 302-10,37.8272710497,126.8371682306,방문요양+방문목욕,공동주택,031-953-7776,경기도 파주시청,031-940-4415,2025-12-02
초록빛,경기도 파주시 황골로 76,경기도 파주시 금촌동 800-12,37.7551329067,126.7773717391,노인요양시설+방문요양+방문목욕,노유자시설+근린생활시설,031-948-1020,경기도 파주시청,031-940-4477+031-940-4415,2025-12-02
초롱꽃마을 10단지 아파트 경로당,경기도 파주시 숲속노을로 60,경기도 파주시 동패동 2126,37.7082372478,126.7193829569,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
초롱꽃마을13단지 디에트르 경로당,경기도 파주시 초롱꽃로 130,경기도 파주시 동패동 2119,37.7109705844,126.7205857627,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
초롱꽃마을3단지 경로당,경기도 파주시 초롱꽃로 17,경기도 파주시 동패동 2070,37.7139984922,126.7085595148,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
초롱꽃마을6단지 경로당,경기도 파주시 숲속노을로 153,경기도 파주시 동패동 2071,37.7146275285,126.7114096778,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
초롱꽃마을7단지 경로당,경기도 파주시 숲속노을로 150,경기도 파주시 동패동 2075,37.7145868227,126.7150979245,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
초롱꽃마을8단지 경로당,경기도 파주시 심학산로 234,경기도 파주시 동패동 2076,37.7147520939,126.7183775852,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
축복요양원,경기도 파주시 한마음1길 38,경기도 파주시 금촌동 253-5,37.7569628138,126.771186507,노인요양시설,노유자시설,031-949-2588,경기도 파주시청,031-940-4477,2025-12-02
축현1리 경로당,경기도 파주시 탄현면 헌덕골길 102-26,경기도 파주시 탄현면 축현리 677-4,37.8164266437,126.7279954832,노인여가활동,경로당,031-944-3359,경기도 파주시청,031-940-4404,2025-12-02
축현2리 경로당,경기도 파주시 탄현면 방촌로 649,경기도 파주시 탄현면 축현리 485-3,37.8021682166,126.7178883766,노인여가활동,경로당,031-942-8440,경기도 파주시청,031-940-4404,2025-12-02
축현3리 경로당,경기도 파주시 탄현면 검산로 368-34,경기도 파주시 탄현면 축현리 1-13,37.8033400055,126.7408738692,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
카리스요양원,경기도 파주시 상지석길 318-29,경기도 파주시 상지석동 167,37.7265651745,126.7905794421,노인요양시설,노유자시설,031-946-8444,경기도 파주시청,031-940-4477,2025-12-02
케세라주간보호센터,경기도 파주시 경의로1240번길 39,경기도 파주시 와동동 1469,37.728351281,126.7632627147,주야간보호,노유자시설,031-947-6788,경기도 파주시청,031-940-4415,2025-12-02
케어솔루션(Care Solution),경기도 파주시 교하로 899,경기도 파주시 문발동 73-3,37.7268561779,126.704425046,복지용구제공사업소,근린생활시설,031-941-7803,경기도 파주시청,031-940-4415,2025-12-02
큰나무주야간보호센터,경기도 파주시 문산읍 당동2로 11-4,경기도 파주시 문산읍 당동리 889-1,37.8676486502,126.7846057325,주야간보호,노유자시설,031-952-0100,경기도 파주시청,031-940-4415,2025-12-02
큰맘방문요양센터,경기도 파주시 동패로 98,경기도 파주시 동패동 1752,37.7114661108,126.7402446631,방문요양+방문목욕,근린생활시설,031-957-1258,경기도 파주시청,031-940-4415,2025-12-02
큰사랑방문요양센터,경기도 파주시 황골로 62,경기도 파주시 금촌동 801-1,37.7552052045,126.7756351015,방문요양,근린생활시설,031-941-8846,경기도 파주시청,031-940-4415,2025-12-02
큰소망재가방문요양센터,경기도 파주시 황골로 62,경기도 파주시 금촌동 801-1,37.7552052045,126.7756351015,방문요양+방문목욕,근린생활시설,031-957-5600,경기도 파주시청,031-940-4415,2025-12-02
태형내산아파트 경로당,경기도 파주시 조리읍 두루봉로 37,경기도 파주시 조리읍 봉일천리 262,37.7474915537,126.8116956656,노인여가활동,경로당,031-949-6039,경기도 파주시청,031-940-4404,2025-12-02
태형미림아파트 경로당,경기도 파주시 조리읍 두루봉로 31,경기도 파주시 조리읍 봉일천리 262-23,37.7469684824,126.8105899205,노인여가활동,경로당,031-941-7599,경기도 파주시청,031-940-4404,2025-12-02
통일촌 경로당,경기도 파주시 군내면 통일촌길 220,경기도 파주시 군내면 백연리 480-1,37.9063056225,126.7311811624,노인여가활동,경로당,031-953-5569,경기도 파주시청,031-940-4404,2025-12-02
파라다이스아파트 경로당,경기도 파주시 정담길 20,경기도 파주시 아동동 275-9,37.7692730994,126.7777583765,노인여가활동,경로당,031-946-7999,경기도 파주시청,031-940-4404,2025-12-02
파주1리 경로당,경기도 파주시 파주읍 술이홀로179번길 12-2,경기도 파주시 파주읍 파주리 712-40,37.8241670269,126.8097250417,노인여가활동,경로당,031-953-1115,경기도 파주시청,031-940-4404,2025-12-02
파주2리 경로당,경기도 파주시 파주읍 시장거리길 76-11,경기도 파주시 파주읍 파주리 448-3,37.8320258434,126.8190821889,노인여가활동,경로당,031-952-7405,경기도 파주시청,031-940-4404,2025-12-02
파주4리 경로당,경기도 파주시 파주읍 시장거리길 33,경기도 파주시 파주읍 파주리 470-6,37.8310645847,126.8170211212,노인여가활동,경로당,031-952-0993,경기도 파주시청,031-940-4404,2025-12-02
파주5리 경로당,경기도 파주시 파주읍 우계로 86-8,경기도 파주시 파주읍 파주리 418-3,37.8342869826,126.8175733134,노인여가활동,경로당,031-953-0886,경기도 파주시청,031-940-4404,2025-12-02
파주6리 경로당,경기도 파주시 파주읍 오가리길 46,경기도 파주시 파주읍 파주리 217-3,37.835194322,126.820912146,노인여가활동,경로당,031-953-3017,경기도 파주시청,031-940-4404,2025-12-02
파주노인사랑 재가방문요양센터,경기도 파주시 가람로 2,경기도 파주시 와동동 1301-1,37.7331697099,126.7506990974,방문요양+방문목욕,근린생활시설,,경기도 파주시청,031-940-4415,2025-12-02
파주노인요양원,경기도 파주시 장터고개길 332,경기도 파주시 맥금동 504,37.7846365743,126.732260343,노인요양공동생활가정,노유자시설,031-944-0688,경기도 파주시청,031-940-4477,2025-12-02
파주데이케어센터,경기도 파주시 금릉이길 36,경기도 파주시 금촌동 795-1,37.7562936166,126.7821428648,주야간보호,노유자시설,031-947-0708,경기도 파주시청,031-940-4415,2025-12-02
파주문산역1차동문굿모닝힐아파트 경로당,경기도 파주시 문산읍 사임당로 7,경기도 파주시 문산읍 선유리 1413,37.8589050846,126.7948499344,노인여가활동,경로당,031-954-2690,경기도 파주시청,031-940-4404,2025-12-02
파주사랑 노인복지센터,경기도 파주시 문산읍 문향로67번길 21,경기도 파주시 문산읍 문산리 95-6,37.8583863369,126.7840058791,방문요양+방문목욕,근린생활시설,031-954-0940,경기도 파주시청,031-940-4415,2025-12-02
파주사랑복지센터,경기도 파주시 한마음1길 38,경기도 파주시 금촌동 253-5,37.7569628138,126.771186507,방문요양,근린생활시설,031-949-6670,경기도 파주시청,031-940-4415,2025-12-02
파주사랑요양원,경기도 파주시 한마음1길 38,경기도 파주시 금촌동 253-5,37.7569628138,126.771186507,노인요양시설,노유자시설,031-949-3347,경기도 파주시청,031-940-4477,2025-12-02
파주시 은빛사랑채,경기도 파주시 문산읍 봉미로32번길 16-4,경기도 파주시 문산읍 선유리 904-3,37.862761485,126.7859563807,방문요양+주야간보호,노유자시설,031-958-0088,경기도 파주시청,031-940-4415,2025-12-02
파주시노인복지관,경기도 파주시 가나무로 130,경기도 파주시 금릉동 428,37.7538401032,126.7798133888,노인여가프로그램 등,노인복지관,031-940-0730,경기도 파주시청,031-940-4402,2025-12-02
